,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
34149,109625,109625.0,52L7fjH7wVsmOmeGHI6rJx,Magdalena,Elementum EP,Mountains of Es Cubells,40.0,326097.0,True,0.676,0.85,1.0,-12.228,1.0,0.0441,0.001,0.66,0.279,0.0892,119.997,3.0,techno
34205,86567,86567.0,4aiGuq8owmdrU9WKZNVfCe,Sublime,20th Century Masters: The Millennium Collection: Best Of Sublime,"April 29, 1992 (Miami)",40.0,233666.0,True,0.758,0.683,2.0,-5.594,1.0,0.107,0.0146,5.9e-05,0.159,0.738,78.96,4.0,punk
34233,58554,58554.0,4E4mEEcNgRpQ83Vzybx3qi,IAMX,Metanoia,Insomnia,40.0,281052.0,True,0.455,0.509,10.0,-10.034,0.0,0.0282,0.375,3.83e-05,0.128,0.21,76.015,4.0,industrial
34255,30958,30958.0,1UDXmQsj8v7SiEK1en2UWu,KEAN DYSSO;BVLACLAVA,From 80s To 21,From 80s To 21,40.0,159294.0,True,0.895,0.67,2.0,-9.534,1.0,0.139,0.0882,0.286,0.133,0.551,92.946,4.0,edm
34273,29992,29992.0,0A8bThZCsJkxFXsNZSf31s,Ruvlo;AFTERMYFALL,Chaos,Chaos In The Confines,40.0,122896.0,True,0.629,0.991,8.0,-3.129,1.0,0.116,0.000245,0.0304,0.139,0.0552,145.089,4.0,dubstep
34281,112686,112686.0,0etgJQI7MuU45j45hItfLE,Defkhan,Besdokuz,BD Intro,40.0,137506.0,True,0.672,0.813,9.0,-5.527,1.0,0.304,0.239,0.0,0.115,0.679,91.938,4.0,turkish
34285,41016,41016.0,15fWioEiZPc6YunpDPjn9c,Akin Jensen,"Ganska ond, men oxå ganska lätt att gilla",15' Bonnie & Clyde,40.0,196440.0,True,0.621,0.74,8.0,-7.1,1.0,0.187,0.378,0.0,0.131,0.939,105.839,4.0,goth
34291,112670,112670.0,20aL7puq4bsxxnOI5xz0Ya,Ravend,ben böyle hissediyorum,24'e 5 kala,40.0,192000.0,True,0.78,0.721,9.0,-7.042,1.0,0.471,0.222,0.0,0.111,0.747,79.996,4.0,turkish
34344,112657,112657.0,0sBfrrFgkRkvb3woBnxwYD,Jefe;Bar B;Bekom,ROADRUNNER,ROADRUNNER,40.0,164571.0,True,0.809,0.464,5.0,-8.716,0.0,0.373,0.483,0.0,0.111,0.441,140.006,4.0,turkish
34348,112627,112627.0,2ABc8kK4RaccQs7NV2ddCC,No.1,Cehennemin Dibi,Kalmadım,40.0,273266.0,True,0.749,0.671,9.0,-10.635,0.0,0.102,0.0558,0.0,0.0995,0.898,100.015,4.0,turkish
34367,112623,112623.0,36dfpaght4ZcDyNe6wWEfk,Sayedar;Önder Şahin,Bela Gelir Bulur Bizi,Bela Gelir Bulur Bizi,40.0,167471.0,True,0.647,0.67,6.0,-8.287,1.0,0.24,0.226,6.06e-05,0.208,0.879,176.175,4.0,turkish
34374,112622,112622.0,0UAUIhvxs5Zl2QKPDSpMq3,Şanışer;Sokrat St,Umut,Bıktım Dünyadan,40.0,201618.0,True,0.667,0.753,1.0,-9.955,1.0,0.16,0.42,0.0,0.106,0.406,127.904,4.0,turkish
34402,112654,112654.0,69RuOoiyE8yNt87aiBM2UC,Orkundk,Ananın Amına Kadar Yolun Var,Ananın Amına Kadar Yolun Var,40.0,155490.0,True,0.643,0.592,2.0,-10.362,1.0,0.278,0.685,0.0,0.1,0.544,62.508,4.0,turkish
34408,89929,89929.0,3Zyr9MZp23jKOJMquPkasR,Marcianeke,Yo Se Que Tu,Yo Se Que Tu,40.0,224672.0,True,0.809,0.439,6.0,-11.211,0.0,0.533,0.388,0.0,0.103,0.643,99.965,4.0,reggaeton
34412,89935,89935.0,4MQp8Cw2tLo2MJYDR5GUdg,Marcianeke;DONNER,Haciendo Billete,Haciendo Billete,40.0,154794.0,True,0.787,0.364,5.0,-14.476,1.0,0.446,0.11,0.0,0.168,0.391,150.008,4.0,reggaeton
34434,46850,46850.0,2PVGnz46MDURXNamujHhH7,Endymion;MYST,See You Again (Radio Edit),See You Again - Radio Edit,40.0,189803.0,True,0.271,0.888,9.0,-3.66,0.0,0.0909,0.229,0.00179,0.0544,0.134,152.968,4.0,happy
34466,74606,74606.0,0E6VvGNXW9lrLxw3alczwg,Julio Secchin;Rebeca,"Ou Você Me Come, ou Você Cai Fora","Ou Você Me Come, ou Você Cai Fora",40.0,162879.0,True,0.817,0.646,6.0,-4.886,1.0,0.129,0.159,0.0,0.0866,0.577,132.935,4.0,mpb
34503,96427,96427.0,45ZC5JEEdGWoO8Tf6NmQCC,Akatu;Grupo Revelação,"Encontro de Gerações, Vol. 02 (Ao Vivo)",A Gente Já Não Rola - Ao Vivo,40.0,83517.0,True,0.694,0.684,5.0,-8.325,1.0,0.0677,0.646,0.0,0.789,0.805,98.084,4.0,samba
34528,35509,35509.0,63LGAn2Jz3dxciWxGt0NCu,Japãozin,Arraiá pra Paredão,Balanço da Saveiro,40.0,133733.0,True,0.767,0.835,4.0,-4.212,1.0,0.0654,0.159,3.48e-05,0.0499,0.962,160.043,4.0,forro
34534,36188,36188.0,5aIED8wcFVv4Kbi1uX9O4h,PNL,Deux frères,Kuta ubud,40.0,304795.0,True,0.757,0.618,3.0,-8.037,0.0,0.172,0.378,0.0,0.106,0.316,101.031,4.0,french
34535,36184,36184.0,5D3QfcDoUnLjMtsOdxmucm,Vald,Journal perso II,Journal perso II,40.0,213720.0,True,0.641,0.764,7.0,-6.473,0.0,0.382,0.644,0.0,0.112,0.221,89.722,3.0,french
34542,112561,112561.0,29QJEp74ugIJocvAXqTGjk,Istanbul Trip;Şam;Maestro;Heja;Xir,110,Korkusuz,40.0,241237.0,True,0.658,0.593,8.0,-7.427,1.0,0.546,0.241,0.0,0.0965,0.576,89.156,4.0,turkish
34547,60251,60251.0,1twGm8rVwwibQ7efImtiSI,"Fetty Wap;Miri Ben-Ari;Young ""D"";Afrostringz",Trap Queen (Afro Remix),Trap Queen - Afro Remix,40.0,240000.0,True,0.677,0.827,9.0,-3.344,0.0,0.041,0.109,0.0,0.344,0.843,135.123,4.0,j-dance
34549,86726,86726.0,0bGIiqXgKcQ2zvGc5PVnXc,Árbol,Chapusong,Enes,40.0,194040.0,True,0.684,0.737,9.0,-4.236,1.0,0.0468,0.0121,7.68e-06,0.171,0.588,139.077,4.0,punk
34552,112560,112560.0,1ftlXY1s5dIha4qmoHePHs,Aspova,Matrix (Red),Nefes Alamam,40.0,192000.0,True,0.696,0.524,9.0,-9.993,0.0,0.409,0.365,0.0,0.122,0.581,145.227,4.0,turkish
34560,17361,17361.0,2xWJ7nu0KXxcozsByEWE7O,Woesum;Thaiboy Digital,Blue Summer,Yin & Yang Remix - Remix,40.0,144115.0,True,0.509,0.761,7.0,-6.322,0.0,0.049,0.371,0.792,0.108,0.209,133.951,4.0,club
34568,21487,21487.0,1zc3ejK8IsDDbUZnDU1hDD,Spice,Emancipated,CROP TOP,40.0,127660.0,True,0.89,0.794,2.0,-6.769,1.0,0.203,0.134,0.000128,0.133,0.552,102.11,4.0,dancehall
34570,60950,60950.0,2NXQlpLdAb6eoa2QhTIIbX,Fetty Wap,Fresh N Clean,Fresh N Clean,40.0,193193.0,True,0.792,0.675,2.0,-5.82,1.0,0.208,0.212,0.0,0.11,0.789,158.987,4.0,j-dance
34571,60952,60952.0,215ZmzxKM5wvA21wDROT2k,Tommy Lee Sparta;Dinesty King,Under Vibes,Under Vibes,40.0,167312.0,True,0.815,0.852,1.0,-3.929,1.0,0.067,0.0196,5.93e-06,0.0866,0.513,104.053,4.0,j-dance
34579,112566,112566.0,5WesaRQpgOQgNeRvilEnc8,Şanışer;Sokrat St,LUDOVICO II,Bu Sabah,40.0,254693.0,True,0.706,0.578,2.0,-11.617,0.0,0.0658,0.137,0.0,0.0854,0.641,104.976,4.0,turkish
34592,87960,87960.0,2g57Cb8iArpvKqfEArfZcY,Takr;Sidney Scaccio;MHRAP,Cria Da Folha,Cria Da Folha,40.0,159230.0,True,0.782,0.536,8.0,-6.635,1.0,0.036,0.387,0.0,0.173,0.23,129.994,4.0,r-n-b
34597,87965,87965.0,7aQeOeDQDD1OH6jEdARc9D,anirap,Purgatório (Ban),Purgatório (Ban),40.0,220800.0,True,0.646,0.753,2.0,-6.542,1.0,0.0646,0.386,0.0,0.105,0.0391,99.948,4.0,r-n-b
34626,112556,112556.0,3FrTVRdeE8czuBokChGI6A,Old G,BLACKBOX,BLACKBOX,40.0,120473.0,True,0.841,0.589,11.0,-9.973,1.0,0.158,0.046,0.000694,0.191,0.523,128.014,4.0,turkish
34630,112557,112557.0,3AGCytWwz3x1QIPVhBQllG,Şanışer,Umut,Kış Yağmuru,40.0,220434.0,True,0.597,0.592,1.0,-9.439,0.0,0.116,0.187,0.0,0.0879,0.498,92.011,4.0,turkish
34632,107956,107956.0,2cj5qEqQOnx8LV67Ja7jLB,Trevor Something,Soulless Computer Boy and the Eternal Render,Do It Again,40.0,207758.0,True,0.65,0.557,7.0,-9.992,1.0,0.0431,0.00792,0.682,0.326,0.724,103.978,4.0,synth-pop
34675,17322,17322.0,1LOmRBg3chULvqcTYGsdpu,SWARM,The End of All Things,The End of All Things,40.0,319789.0,True,0.361,0.968,0.0,-3.985,1.0,0.383,0.000412,0.00392,0.108,0.297,149.512,4.0,club
34725,112611,112611.0,62IzwpesSn9F6GSGy3tqNj,No.1;Efe Can,Sinekler Soğukta Salak,Sinekler Soğukta Salak,40.0,206904.0,True,0.549,0.848,8.0,-5.612,0.0,0.0841,0.544,2.82e-06,0.219,0.701,87.752,4.0,turkish
34772,86689,86689.0,5rtMEQ0bYdTTLAu2INE4r2,Québec Redneck Bluegrass Project,J'ai Bu,Guerres de clocher,39.0,600417.0,True,0.579,0.673,4.0,-9.057,1.0,0.0621,0.875,1.76e-05,0.194,0.79,97.795,4.0,punk
34773,86686,86686.0,5I89rHeQpxFGVseikEgY12,The Dead Milkmen,Big Lizard In My Backyard,Bitchin' Camaro,39.0,181066.0,True,0.552,0.494,0.0,-11.823,1.0,0.44,0.595,8.39e-05,0.0561,0.817,155.138,4.0,punk
34776,86589,86589.0,39mAYnjo9MYBaJRISA7hHf,Orloge Simard,Aucun cadre,La rue Bagot,39.0,126173.0,True,0.529,0.604,8.0,-6.757,1.0,0.0422,0.496,0.0,0.119,0.583,170.136,4.0,punk
34782,86591,86591.0,4gqCLOi4Zt2Yk9A12jTao0,Orloge Simard,Aucun cadre,Mireille,39.0,289066.0,True,0.74,0.655,7.0,-7.14,0.0,0.035,0.323,6.8e-05,0.111,0.964,107.009,4.0,punk
34831,72716,72716.0,219TRua6jpFqiXQDCSeSCv,Periphery,Periphery IV: HAIL STAN,Garden in the Bones,39.0,356506.0,True,0.517,0.971,4.0,-5.189,1.0,0.0778,0.0057,3.75e-05,0.325,0.363,135.004,4.0,metalcore
34843,86626,86626.0,06Q3gof2rs8ErXzBrW1aVg,Sly Withers,Gardens,Breakfast,39.0,174480.0,True,0.531,0.876,3.0,-4.253,1.0,0.0382,0.003,1.67e-06,0.127,0.205,130.969,4.0,punk
34862,94985,94985.0,3M93msz01FcdgUUG9Zl4WV,Brennan Story,Rain on the Window,Rain on the Window,39.0,199862.0,True,0.502,0.581,5.0,-6.553,0.0,0.428,0.127,0.0,0.111,0.661,177.614,4.0,sad
34870,86530,86530.0,7e1oU4WVmb83XGVnaoru2M,Orloge Simard,"Beuvez tousjours, ne mourez jamais",Cabane à pêche,39.0,340678.0,True,0.565,0.919,4.0,-3.428,0.0,0.275,0.266,0.0,0.301,0.734,187.946,4.0,punk
34882,86630,86630.0,5lUbDI1jw7tErra8ywTJwx,Velhas Virgens,Vocês Não Sabem Como É Bom Aqui Dentro!!,Abre Essas Pernas Pra Mim,39.0,345173.0,True,0.513,0.446,9.0,-9.287,1.0,0.0626,0.0802,0.0,0.0688,0.646,123.922,4.0,punk
34912,60041,60041.0,5s0kp1Q25UTUNlGP6O1Yyo,Eshconinco,Dream Life,When YOU Dance,39.0,129776.0,True,0.684,0.644,4.0,-5.442,1.0,0.156,0.163,0.0,0.197,0.605,99.447,4.0,j-dance
34973,87990,87990.0,79IqXOVude45hrKqtSkIrp,Ultraje a Rigor,18 Anos Sem Tirar,Nada a Declarar,39.0,180733.0,True,0.463,0.798,2.0,-3.937,1.0,0.128,0.0415,0.0,0.265,0.731,179.879,4.0,r-n-b
34982,94315,94315.0,0td8QgmgwUwlbk58VKf6Fl,ill Nicky;Vibes Only,California,California,39.0,171700.0,True,0.611,0.804,8.0,-5.021,1.0,0.155,0.217,0.0,0.306,0.602,177.929,3.0,sad
34998,68938,68938.0,1taxgz2kFYnCOH5sXAPONb,El Futuro Fuera De Orbita;Carlitos Junior;Pailita;Azulhema,Bendiciones,Bendiciones,39.0,254323.0,True,0.876,0.829,11.0,-3.381,0.0,0.131,0.0329,0.0028,0.127,0.825,118.0,4.0,latino
35000,68981,68981.0,0QpaT9XONsybItcUX7zogF,C.R.O,C.R.O - Mdbcrew Vol 2,Mi Chaqueta de Cuero,39.0,175177.0,True,0.735,0.509,5.0,-8.174,0.0,0.0684,0.773,0.0484,0.0948,0.32,137.068,4.0,latino
35002,68979,68979.0,5Gv6kUJV6yukwNfK8XikRp,El Futuro Fuera De Orbita;Pablo Chill-E,"Peine Caracol, Vol. 2","Peine Caracol, Vol. 2",39.0,190593.0,True,0.767,0.94,1.0,-5.967,1.0,0.0713,0.0607,0.00755,0.379,0.675,118.992,4.0,latino
35003,68976,68976.0,3xCgINt2wbb8a4sErj2ysA,Big Soto,The Good Trip,Loquera,39.0,181000.0,True,0.776,0.595,2.0,-10.232,0.0,0.192,0.358,0.0,0.236,0.717,140.04,4.0,latino
35008,68942,68942.0,13dOCMI6S2yLVvmC3CgDW5,Julianno Sosa;Keylon;Ak4:20,No Saen,El Extendo,39.0,174915.0,True,0.833,0.601,5.0,-7.644,1.0,0.248,0.22,1.46e-06,0.17,0.774,140.008,4.0,latino
35010,68939,68939.0,6jdRxKohu31OPlHvcdQCb8,Endo,Ya No Creo en el Amor,Ya No Creo en el Amor,39.0,220055.0,True,0.74,0.711,8.0,-6.304,0.0,0.18,0.121,2.59e-05,0.0732,0.601,170.026,4.0,latino
35014,68933,68933.0,6Eclvq2hFXEJ83meyFDze0,Harry Nach;Ñejo;DIGITAL KINGZ,Sakalakashanga,Sakalakashanga,39.0,182758.0,True,0.831,0.859,2.0,-4.423,1.0,0.253,0.294,0.00142,0.384,0.824,173.922,4.0,latino
35017,68928,68928.0,4hSHbagV828laWkMeG9bcr,Neo Pistea;0-600;CLUB HATS,Medusa,Medusa,39.0,213333.0,True,0.929,0.726,1.0,-4.246,1.0,0.146,0.217,0.0,0.0599,0.681,135.003,4.0,latino
35018,68926,68926.0,195Ez26qzXA0l6M1fcXayl,Alvaro Diaz;Joyce Santana;Deborah Blues,Hato Rey,Mal Necesario,39.0,291023.0,True,0.743,0.576,4.0,-7.453,0.0,0.0964,0.0542,0.0,0.121,0.337,126.945,5.0,latino
35019,68924,68924.0,3CqFFDWFGlbeLEyIJChjzj,Harry Nach,Moods,Overdose,39.0,198000.0,True,0.671,0.785,6.0,-4.872,0.0,0.142,0.251,2.36e-06,0.181,0.616,160.075,4.0,latino
35020,68922,68922.0,3yDuiUhB3NHRXQ4KHRlOgC,Young Cister,Xtaciss,Chat,39.0,181930.0,True,0.83,0.364,1.0,-7.583,1.0,0.177,0.468,0.0,0.0476,0.248,140.093,4.0,latino
35040,69200,69200.0,4byM7YIkw5KQryitRGPEYN,Hanumankind,Genghis,Genghis,39.0,180000.0,True,0.822,0.417,4.0,-8.811,0.0,0.304,0.255,0.0,0.114,0.609,164.042,4.0,malay
35058,89984,89984.0,5ueWiIP0QQcAqbMutT1Ng0,Balbi El Chamako,La Vida Es Bela,La Mala,39.0,221184.0,True,0.628,0.787,10.0,-6.809,1.0,0.139,0.0059,0.0,0.124,0.377,172.045,4.0,reggaeton
35066,89932,89932.0,2oc453fwBG0zy4LWRW11Fb,Kail BRL;NvshoFlight,NEW BLOOD,PAL PARY,39.0,221250.0,True,0.931,0.868,11.0,-6.307,1.0,0.172,0.303,0.0,0.0507,0.965,95.96,4.0,reggaeton
35071,89992,89992.0,0JNV2KO1DCwcyr4dqatad9,Marcianeke,Qué Le Echaste al Tussi Hermano,Qué Le Echaste al Tussi Hermano,39.0,157182.0,True,0.888,0.536,9.0,-11.887,1.0,0.322,0.0919,0.0,0.0835,0.728,98.052,4.0,reggaeton
35072,89994,89994.0,4VudkhV2JhboocmoseX2bC,Dash Y Cangri;Mati;Fran C;Kevin Martes 13;Jonakapazio,"Soltero (feat. Mati, Fran C, Kevin Martes 13 & Jonakapazio)","Soltero (feat. Mati, Fran C, Kevin Martes 13 & Jonakapazio)",39.0,342517.0,True,0.502,0.601,0.0,-10.573,1.0,0.31,0.0137,0.0,0.197,0.527,139.819,5.0,reggaeton
35074,89997,89997.0,3gUA9n61mBMVQzuOMunBVC,Bayron Fire;Endo;Osquel;Lyan;Young Eiby;Hebreo,Salimos a Cazarte (Remix),Salimos a Cazarte - Remix,39.0,363573.0,True,0.748,0.692,11.0,-6.613,0.0,0.37,0.218,0.0,0.209,0.622,170.097,4.0,reggaeton
35114,94717,94717.0,5xUpsNCW71S58c8TycsqNa,Ollie,Sunsets & Goodbyes,what if,39.0,173615.0,True,0.784,0.326,11.0,-9.043,1.0,0.229,0.832,0.000627,0.0723,0.283,146.006,4.0,sad
35120,71980,71980.0,4ydaafGFdKJWHi914LrUTX,DEHA INC.,Gozume Bak,Gozume Bak,39.0,82120.0,True,0.562,0.868,7.0,-4.902,1.0,0.259,0.00165,0.0768,0.372,0.367,151.982,4.0,metal
35132,71550,71550.0,2Aj4Cbf7cQrTPLCw5Ccz0q,Slipknot,TikTok Rock,Custer,39.0,254466.0,True,0.407,0.98,7.0,-1.58,1.0,0.107,0.00174,0.000112,0.119,0.537,131.067,4.0,metal
35134,94662,94662.0,3bGajsf263P7JWL3p6eK90,Domchez;Donita,Closely (Extended),Closely - Extended,39.0,222933.0,True,0.739,0.638,9.0,-7.496,1.0,0.0659,0.239,0.00523,0.0876,0.378,159.91,4.0,sad
35263,107563,107563.0,1h1wLlhSniqtEeQm6eqkzq,Electroforez,ЕР #5,Отношения = говно,39.0,195773.0,True,0.57,0.802,5.0,-5.405,0.0,0.0629,0.0122,0.0,0.496,0.312,97.972,4.0,synth-pop
35267,107672,107672.0,6JqRzMVuX8sO5huQpG1vbi,Icona Pop,THIS IS... ICONA POP,Girlfriend,39.0,171320.0,True,0.567,0.81,5.0,-4.907,1.0,0.0409,0.00187,0.0,0.333,0.604,128.939,4.0,synth-pop
35320,284,284.0,0njuNwIyB3DoBHC0SFUkOr,Andrew Foy;Renee Foy,You Broke Me First,You Broke Me First,39.0,128798.0,True,0.734,0.0423,4.0,-24.831,1.0,0.0583,0.916,0.0,0.108,0.14,123.905,4.0,acoustic
35326,48855,48855.0,3Jz2hF1Y0EnSJrrj61fSmg,Dj Kass;Pitbull,Scooby Doo Pa Pa (Remix) - Single,Scooby Doo Pa Pa (Remix),39.0,176702.0,True,0.923,0.968,1.0,-1.407,1.0,0.181,0.2,0.000174,0.328,0.52,120.924,4.0,hardcore
35364,21265,21265.0,6spkgjCoSBi5sFzF8wpOrO,Mwuana,Ensam,Ensam - Radio1,39.0,221450.0,True,0.493,0.501,4.0,-9.535,0.0,0.111,0.283,0.0,0.449,0.363,95.489,4.0,dancehall
35376,22008,22008.0,3WB0vRk7rbcT5ZCySPFtEa,In Element,Victory Or Defeat,Fear Is The Virus,39.0,190180.0,True,0.395,0.84,1.0,-9.532,1.0,0.0651,0.000785,4.92e-05,0.316,0.123,176.838,4.0,death-metal
35384,21503,21503.0,2ffoa5r1ThY7vF6zp8Sp1Q,Ajebutter22;Mayorkun,Ginger You,Ginger You,39.0,222857.0,True,0.891,0.793,6.0,-4.443,0.0,0.0654,0.548,0.0779,0.155,0.723,112.008,4.0,dancehall
35388,21400,21400.0,5vf6J4SM5SZ2I87jA2juK2,Sean Paul;Jhené Aiko,Mad Love The Prequel,Naked Truth,39.0,238292.0,True,0.684,0.936,6.0,-2.969,1.0,0.19,0.0243,1.75e-06,0.0831,0.762,104.089,4.0,dancehall
35399,17151,17151.0,2AHnUkgAkoOFnkvwRIezrK,DJ Sliink;Skrillex;Wale;Austin Millz,Saint Laurent,Saint Laurent,39.0,152727.0,True,0.551,0.765,1.0,-7.661,0.0,0.358,0.0117,0.0016,0.224,0.537,131.712,4.0,club
35401,17051,17051.0,4C7j2x6EiKygp7V1LjINCO,DJ Flex;Kyle Edwards,Controlla Anthem,Controlla Anthem,39.0,110210.0,True,0.904,0.871,8.0,-8.588,1.0,0.403,0.00645,5.21e-06,0.0697,0.346,144.993,4.0,club
35405,36273,36273.0,4vBES0Ba2PQKAma04JKPfl,EDGE;Ratu$,LA NOYADE,LA NOYADE,39.0,176986.0,True,0.93,0.501,1.0,-8.066,1.0,0.251,0.114,7.29e-06,0.0672,0.64,122.979,4.0,french
35410,36234,36234.0,1Tzeyy3gxlJuhVyHxCagge,Lujipeka,Montagnes Russes,0.6,39.0,149520.0,True,0.653,0.592,5.0,-8.515,0.0,0.545,0.31,0.0,0.151,0.57,180.068,3.0,french
35423,17618,17618.0,5UETCRZNic9tMJSnDCsTJ3,Woesum;Bladee,Blue Summer,Exceler,39.0,173069.0,True,0.585,0.704,5.0,-7.189,1.0,0.0262,0.226,0.0018,0.0901,0.466,90.982,4.0,club
35434,36230,36230.0,2rufneHYKv1mvhYSafNeFY,Lomepal,FLIP (Deluxe),Avion,39.0,233973.0,True,0.623,0.584,7.0,-9.363,0.0,0.0667,0.172,5.84e-06,0.196,0.0574,99.998,4.0,french
35438,33442,33442.0,6NfuNhWZNr3dAp97dSoeNc,Psycho Rhyme,ADHD,Kolik to píska na turbo,39.0,168998.0,True,0.686,0.565,10.0,-10.221,0.0,0.0356,0.0256,0.0,0.0742,0.355,87.034,4.0,emo
35445,112502,112502.0,5h8f9DCgVEUqgfLuXwPIHO,Onur Ormen;Tommygunnz,Greatest,Greatest,39.0,160500.0,True,0.699,0.748,10.0,-8.538,0.0,0.184,0.0103,1.23e-05,0.0572,0.61,159.975,4.0,turkish
35446,33492,33492.0,1OyhpS1bKbzmW5CpUxWal3,Schyzo,V. Patro,Bacha,39.0,146933.0,True,0.8,0.5,6.0,-9.64,0.0,0.179,0.018,0.000199,0.115,0.776,167.906,4.0,emo
35450,33437,33437.0,1NLEe6jxN5JJrZsMbuaaKj,Sensey;Vercetti CG,NEMÁM KŘÍDLA,Falešný,39.0,235034.0,True,0.616,0.593,11.0,-7.145,0.0,0.0501,0.0995,2.31e-06,0.324,0.332,144.947,4.0,emo
35475,110338,110338.0,0zpl5uMmSeTIPheLMEzn6y,Synergetic Emotion,Vikings,Vikings - VIP Mix,39.0,257142.0,True,0.754,0.411,4.0,-9.015,1.0,0.0538,0.0087,0.837,0.185,0.323,142.074,4.0,trance
35477,18806,18806.0,5N6l51sD0KZKwAWJEo8dg2,Pink Guy,Pink Season,Hentai,39.0,89173.0,True,0.717,0.333,5.0,-10.49,1.0,0.409,0.693,1.63e-05,0.606,0.287,70.304,3.0,comedy
35495,18873,18873.0,49fecVFD7InKQVPDTAHGxK,Pink Guy,Pink Season,Please Stop Calling Me Gay,39.0,139800.0,True,0.794,0.432,5.0,-10.192,1.0,0.166,0.136,0.000165,0.111,0.336,86.292,4.0,comedy
35532,17872,17872.0,2uVafXvUyC7p9wkgFvSieY,Arca,KicK iii,Electra Rex,39.0,128781.0,True,0.556,0.699,1.0,-9.058,1.0,0.381,0.00222,0.00512,0.203,0.468,71.421,4.0,club
35539,32398,32398.0,1crW4hQljIIZ8WCycO5lEh,Miranda!,El Disco de Tu Corazón,Amanece Junto a Mi,39.0,187946.0,True,0.613,0.957,7.0,-4.824,1.0,0.0552,0.0215,0.00181,0.204,0.728,179.96,4.0,electronic
35543,18601,18601.0,2v738AcSrqklWKhBpV5alf,Pink Guy,Pink Season,Uber Pussy,39.0,117360.0,True,0.87,0.597,7.0,-6.32,1.0,0.333,0.00661,1.26e-06,0.45,0.533,104.021,4.0,comedy
35546,18565,18565.0,7jLbU0psQwmWeOm64xdtut,Pink Guy,Pink Season,Hot Nickel Ball on a Pussy,39.0,139640.0,True,0.874,0.61,2.0,-8.061,1.0,0.301,0.144,0.0,0.18,0.728,89.995,4.0,comedy
35563,39727,39727.0,0ZtgP8UVNyxezTJIjXGlLj,Ion Miles;BHZ;Dead Dawg,"In Liebe, Ion",Durstig (feat. Dead Dawg),39.0,161461.0,True,0.821,0.521,0.0,-11.468,1.0,0.592,0.106,0.0,0.124,0.827,169.979,3.0,german
35565,39734,39734.0,07Z1Oq611mgwOe1WAKgny5,Jaill,Ortus Solis,Du Suchst,39.0,181249.0,True,0.771,0.803,11.0,-6.06,0.0,0.329,0.0625,4.06e-06,0.079,0.502,93.115,4.0,german
35569,39743,39743.0,18gko8Qnx8S9rveYv7zZfR,Pink Katana;Keule,Briefe von Felix,Heimfahrn,39.0,124316.0,True,0.642,0.673,5.0,-10.051,1.0,0.0281,0.0303,0.0,0.186,0.46,139.015,4.0,german
35570,39775,39775.0,0mFTMAs1LS4uBw6s80cU5K,Musso,Classic,Gästeliste + 10,39.0,192000.0,True,0.778,0.447,5.0,-10.689,0.0,0.306,0.578,0.000114,0.0976,0.404,135.009,4.0,german
35575,39764,39764.0,34SatKRJgtXfL0bcgk7HMA,Xam651;DenniJasmin,Striche,Striche,39.0,156577.0,True,0.785,0.596,0.0,-8.7,1.0,0.0526,0.439,0.0,0.12,0.71,93.45,4.0,german
35576,39768,39768.0,6JSHnsvydMHvYcNankikEN,Megaloh;Oga Beats,Letztes Abendmahl,Letztes Abendmahl,39.0,192472.0,True,0.815,0.45,2.0,-10.541,1.0,0.395,0.0303,4.66e-06,0.344,0.228,168.051,4.0,german
35578,39770,39770.0,45JPfZ2ZMhPKnIFoluuIQD,Schwesta Ewa,Mein Thron,Mein Thron,39.0,132022.0,True,0.768,0.826,7.0,-4.05,1.0,0.349,0.146,0.0,0.179,0.659,180.005,4.0,german
35581,39724,39724.0,00yJsUfhS7Tp3mPMbgmjoJ,Lugatti & 9ine,MKS 3.0,Dragonfruit,39.0,216827.0,True,0.858,0.628,1.0,-7.889,0.0,0.245,0.183,0.00621,0.11,0.754,144.989,4.0,german
35582,39723,39723.0,2wRN0iIapzOP6fhxvvvUkl,102 Boyz;Chapo102;Stacks102;Skoob102,Tresentape,Anders,39.0,190133.0,True,0.733,0.616,6.0,-6.607,0.0,0.278,0.0305,0.0,0.107,0.364,79.979,4.0,german
35584,39658,39658.0,5dLZHm0oVCp3vfZu0Ij6aB,BHZ;Longus Mongus;Monk,3062,Endstation,39.0,182861.0,True,0.85,0.49,11.0,-7.378,0.0,0.15,0.612,0.000615,0.102,0.297,148.978,4.0,german
35586,39680,39680.0,4beN9T2PsWRpfSS8t4xt8S,TM,Full House,Fairytales,39.0,204250.0,True,0.808,0.637,3.0,-9.792,0.0,0.0914,0.447,0.276,0.11,0.715,123.957,4.0,german
35588,39706,39706.0,30czRkzbE2SaDp5139eHew,Ufo361,VVS Bonus EP,Zieh dich aus,39.0,227137.0,True,0.809,0.509,2.0,-7.572,0.0,0.237,0.371,0.000911,0.102,0.174,126.945,4.0,german
35590,39710,39710.0,1JTG90QL5rqh3979SGXgiJ,Lugatti;Lugatti & 9ine;Traya,Cansado,Ebertplatzblues,39.0,146131.0,True,0.846,0.398,8.0,-8.951,1.0,0.304,0.576,6.94e-06,0.139,0.628,118.241,4.0,german
